PdfType: replica
Format: lhagrid1
---
1.000000e-07 1.261857e-07 1.830738e-07 2.656088e-07 3.853529e-07 5.590810e-07 8.111308e-07 1.176812e-06 1.707353e-06 2.477076e-06 3.593814e-06 5.214008e-06 7.564633e-06 1.097499e-05 1.592283e-05 2.310130e-05 3.351603e-05 4.862602e-05 7.054802e-05 1.023531e-04 1.484968e-04 2.154435e-04 3.125716e-04 4.534879e-04 6.579332e-04 9.545485e-04 1.384886e-03 2.009233e-03 2.915053e-03 4.229243e-03 6.135907e-03 8.902151e-03 1.291550e-02 1.873817e-02 2.718588e-02 3.944206e-02 5.722368e-02 8.163265e-02 1.000000e-01 1.183673e-01 1.367347e-01 1.551020e-01 1.734694e-01 1.918367e-01 2.102041e-01 2.285714e-01 2.469388e-01 2.653061e-01 2.836735e-01 3.020408e-01 3.204082e-01 3.387755e-01 3.571429e-01 3.755102e-01 3.938776e-01 4.122449e-01 4.306122e-01 4.489796e-01 4.673469e-01 4.857143e-01 5.040816e-01 5.224490e-01 5.408163e-01 5.591837e-01 5.775510e-01 5.959184e-01 6.142857e-01 6.326531e-01 6.510204e-01 6.693878e-01 6.877551e-01 7.061224e-01 7.244898e-01 7.428571e-01 7.612245e-01 7.795918e-01 7.979592e-01 8.163265e-01 8.346939e-01 8.530612e-01 8.714286e-01 8.897959e-01 9.081633e-01 9.265306e-01 9.448980e-01 9.632653e-01 9.816327e-01 1.000000e+00
1.414214e+00 1.694634e+00 2.030658e+00 2.433312e+00 2.915806e+00 3.493973e+00 4.186784e+00 5.016969e+00 6.011770e+00 7.203827e+00 8.632253e+00 1.034392e+01 1.239499e+01 1.485275e+01 1.779786e+01 2.132695e+01 2.555581e+01 3.062320e+01 3.669539e+01 4.397162e+01 5.269063e+01 6.313850e+01 7.565806e+01 9.066008e+01 1.086368e+02 1.301781e+02 1.559908e+02 1.869217e+02 2.239859e+02 2.683995e+02 3.216196e+02 3.853927e+02 4.618111e+02 5.533824e+02 6.631110e+02 7.945974e+02 9.521559e+02 1.140956e+03 1.367193e+03 1.638290e+03 1.963142e+03 2.352408e+03 2.818860e+03 3.377804e+03 4.047580e+03 4.850163e+03 5.811888e+03 6.964311e+03 8.345245e+03 1.000000e+04
-6 -5 -4 -3 -2 -1 1 2 3 4 5 6 21 22
0.00000000e+00 -4.20192887e-32 2.14055080e-16 2.59349163e+00 -3.59219560e+00 -3.59219560e+00 -3.59224145e+00 -3.59216807e+00 2.59349154e+00 2.14055080e-16 -9.22720866e-32 0.00000000e+00 -1.23671478e+00 1.28035311e-09
0.00000000e+00 -3.42318768e-17 1.16243593e-01 2.72577807e+00 -3.41411886e+00 -3.41436622e+00 -3.41441741e+00 -3.41408297e+00 2.72577784e+00 1.16243593e-01 -7.51713511e-17 0.00000000e+00 6.44167935e-01 1.05212500e-03
0.00000000e+00 3.55040074e-17 3.23998770e-01 2.94660663e+00 -3.15103253e+00 -3.15152940e+00 -3.15158544e+00 -3.15098835e+00 2.94660630e+00 3.23998770e-01 3.55040074e-17 0.00000000e+00 4.39978446e+00 2.10854752e-03
0.00000000e+00 -1.24032727e-17 6.25613703e-01 3.25915909e+00 -2.79932210e+00 -2.80007034e+00 -2.80013094e+00 -2.79926972e+00 3.25915862e+00 6.25613703e-01 -1.24032727e-17 0.00000000e+00 1.03693033e+01 3.16932065e-03
0.00000000e+00 3.10081820e-18 1.02142304e+00 3.66416357e+00 -2.35774591e+00 -2.35874698e+00 -2.35881181e+00 -2.35768531e+00 3.66416296e+00 1.02142304e+00 3.10081820e-18 0.00000000e+00 1.88409488e+01 4.23449715e-03
0.00000000e+00 2.66858296e-17 1.51068060e+00 4.16119189e+00 -1.82636649e+00 -1.82762213e+00 -1.82769084e+00 -1.82629791e+00 4.16119122e+00 1.51068060e+00 1.20563282e-17 0.00000000e+00 3.00476725e+01 5.30412924e-03
0.00000000e+00 1.01206913e-32 2.09207765e+00 4.74918592e+00 -1.20596051e+00 -1.20747215e+00 -1.20754452e+00 -1.20588391e+00 4.74918505e+00 2.09207765e+00 -1.01206913e-32 0.00000000e+00 4.41696139e+01 6.37827200e-03
0.00000000e+00 1.79316966e-01 2.72607789e+00 5.38875743e+00 -5.35897002e-01 -5.37666358e-01 -5.37742013e-01 -5.35812412e-01 5.38875641e+00 2.72607789e+00 1.79316966e-01 0.00000000e+00 6.13825821e+01 7.45692242e-03
0.00000000e+00 8.33329020e-01 3.36515597e+00 6.03251442e+00 1.36514559e-01 1.34486257e-01 1.34407611e-01 1.36607225e-01 6.03251342e+00 3.36515597e+00 8.33329020e-01 0.00000000e+00 8.17009263e+01 8.54016349e-03
0.00000000e+00 1.58026413e+00 4.09801046e+00 6.76941203e+00 9.00904245e-01 8.98615232e-01 8.98533767e-01 9.01004948e-01 6.76941090e+00 4.09801046e+00 1.58026413e+00 0.00000000e+00 1.05025662e+02 9.62826752e-03
0.00000000e+00 2.41933182e+00 4.92376262e+00 7.59865823e+00 1.75657370e+00 1.75402259e+00 1.75393847e+00 1.75668237e+00 7.59865696e+00 4.92376262e+00 2.41933182e+00 0.00000000e+00 1.31409149e+02 1.07212951e-02
0.00000000e+00 3.34957185e+00 5.84137673e+00 8.51929034e+00 2.70264158e+00 2.69982694e+00 2.69974030e+00 2.70275823e+00 8.51928889e+00 5.84137673e+00 3.34957185e+00 0.00000000e+00 1.60884078e+02 1.18193077e-02
0.00000000e+00 4.36990065e+00 6.84970378e+00 9.53022078e+00 3.73809309e+00 3.73501336e+00 3.73492431e+00 3.73821766e+00 9.53021930e+00 6.84970378e+00 4.36990065e+00 0.00000000e+00 1.93466153e+02 1.29223715e-02
0.00000000e+00 5.47914646e+00 7.94751562e+00 1.06302723e+01 4.86181726e+00 4.85847093e+00 4.85837956e+00 4.86194974e+00 1.06302702e+01 7.94751562e+00 5.47914646e+00 0.00000000e+00 2.29156554e+02 1.40305470e-02
0.00000000e+00 6.67607353e+00 9.13352709e+00 1.18182044e+01 6.07262967e+00 6.06901502e+00 6.06892150e+00 6.07276993e+00 1.18182024e+01 9.13352709e+00 6.67607353e+00 0.00000000e+00 2.67944152e+02 1.51439031e-02
0.00000000e+00 7.95940048e+00 1.04064134e+01 1.30927292e+01 7.36929683e+00 7.36541228e+00 7.36531669e+00 7.36944480e+00 1.30927279e+01 1.04064134e+01 7.95940048e+00 0.00000000e+00 3.09807463e+02 1.62625054e-02
0.00000000e+00 9.32781437e+00 1.17648236e+01 1.44525279e+01 8.75054705e+00 8.74639120e+00 8.74629370e+00 8.75070289e+00 1.44525255e+01 1.17648236e+01 9.32781437e+00 0.00000000e+00 3.54716394e+02 1.73864217e-02
